f_kabupaten_id;f_kodekabupaten;f_namakabupaten;f_propinsi_id;f_komputer;f_username
1582;45;Rantebua;25;istn-54f2cb5db4;288632
1583;153;Tetehosi;7;istn-54f2cb5db4;288632
1584;48;Rantau Harapan;10;istn-54f2cb5db4;288632
1585;154;Tetesua;7;istn-54f2cb5db4;288632
1586;106;Borong;33;istn-54f2cb5db4;288632
1587;107;Nusa Tenggara Timur;33;istn-54f2cb5db4;288632
1588;86;Silungkang;8;istn-54f2cb5db4;288632
1589;155;Palipi;7;istn-54f2cb5db4;288632
1590;73;Paung;33;user-PC;105
1591;73;Darra;19;BAAKISTN-PC;2151322
1592;6;Tangerang Selatan;34;istn-54f2cb5db4;288632
1593;4;Muara Delang;0;istn-54f2cb5db4;288632
1594;39;Margo Dadi;12;istn-54f2cb5db4;288632
1595;113;Simalungun;7;istn-54f2cb5db4;288632
1596;114;Saribudolok;7;istn-54f2cb5db4;288632
1597;12;Sungai Liat;35;istn-54f2cb5db4;288632
1598;131;Kalo' Bani;19;user-PC;2151322
1599;108;SIKKA;33;istn-54f2cb5db4;288632
1600;70;Jatiroto;5;istn-54f2cb5db4;288632
1601;17;Tanjung Jaya;12;debrina;288632
1602;10;Kepulauan Seribu;1;istn-54f2cb5db4;288632
1603;109;EMPAT LAWANG;33;istn-54f2cb5db4;288632
1604;110;LENDUR;33;istn-54f2cb5db4;288632
1605;0;MUARA PINANG;11;istn-54f2cb5db4;288632
1607;15;MAYBRAT;37;istn-54f2cb5db4;288632
1608;115;Padang Lawas;7;istn-54f2cb5db4;288632
1609;116;Sibuhuan;7;istn-54f2cb5db4;288632
1610;111;KUPANG;33;istn-54f2cb5db4;288632
1611;112;Larantuka;33;istn-54f2cb5db4;288632
1612;88;Seram Bagian Timur;21;istn-54f2cb5db4;288632
1613;40;Kacaribu;7;istn-54f2cb5db4;288632
1614;68;Siak;9;istn-54f2cb5db4;288632
1615;1;Karang Endah;12;istn-54f2cb5db4;288632
1616;37;Seluma;26;istn-54f2cb5db4;288632
1617;156;Batang Serangan;7;istn-54f2cb5db4;288632
1618;93;Tepas;23;istn-54f2cb5db4;288632
1619;38;Suka Merindu;26;istn-54f2cb5db4;288632
1620;118;Hutadangka;7;istn-54f2cb5db4;288632
1621;117;Sosor Bagot;7;istn-54f2cb5db4;288632
1622;89;Langgur;21;istn-54f2cb5db4;288632
1623;119;Berastagi;7;istn-54f2cb5db4;288632
1624;120;Sidikalang;7;istn-54f2cb5db4;288632
1625;75;Tanah Lanto;18;istn-54f2cb5db4;288632
1626;157;Gotong Royong;7;istn-54f2cb5db4;288632
1627;121;Pagar Gunung;7;istn-54f2cb5db4;288632
1628;47;Cot Kumbang;6;debrina;288632
1629;52;Panigoran;22;istn-54f2cb5db4;288632
1630;69;Tambelan;9;istn-54f2cb5db4;288632
1631;82;Pahang Asri;11;istn-54f2cb5db4;288632
1632;94;Kopang;23;istn-54f2cb5db4;288632
1633;83;Bontote'ne;11;istn-54f2cb5db4;288632
1634;70;Sawit Permai;9;istn-54f2cb5db4;288632
1635;8;Bulo;16;istn-54f2cb5db4;288632
1636;132;Maccini Ayo;19;istn-54f2cb5db4;288632
1637;17;Bontomate'ne;37;istn-54f2cb5db4;288632
1638;95;Benete;23;istn-54f2cb5db4;288632
1639;71;Kemang Manis;9;istn-54f2cb5db4;288632
1640;133;Langke Raya;19;istn-54f2cb5db4;288632
1641;120;Aek Popo;7;istn-54f2cb5db4;288632
1642;113;Sariak Laweh;33;istn-54f2cb5db4;288632
1643;8;Suka Rami;26;istn-54f2cb5db4;288632
1644;114;Manufui;33;istn-54f2cb5db4;288632
1645;13;Bencah;35;istn-54f2cb5db4;288632
1646;14;Bangka Selatan;35;istn-54f2cb5db4;288632
1647;85;Kowane;20;istn-54f2cb5db4;288632
1648;49;Pasar Muara Siau;10;istn-54f2cb5db4;288632
1649;50;Sirolangun Bangko;10;istn-54f2cb5db4;288632
1650;28;Seram Bagian Barat;9;istn-54f2cb5db4;288632
1651;82;Akesimbeka;17;istn-54f2cb5db4;288632
1652;83;Siau Tagulandang Biaro;17;istn-54f2cb5db4;288632
1653;96;Garupuk;23;istn-54f2cb5db4;288632
1654;72;Singingi;9;istn-54f2cb5db4;288632
1655;30;Lubuk Ambacang;9;istn-54f2cb5db4;288632
1656;9;Dusun Baru II;26;istn-54f2cb5db4;288632
1657;10;Darat Sawah;26;istn-54f2cb5db4;288632
1658;13;Pulau Morotai;21;istn-54f2cb5db4;288632
1659;4;Tempel, Sleman;4;istn-54f2cb5db4;288632
1660;4;Jembrana;22;istn-54f2cb5db4;288632
1661;3;Pangkalan Bun;14;istn-54f2cb5db4;288632
1662;125;Kajong;33;debrina;288632
1663;18;Waropen;37;istn-54f2cb5db4;288632
1664;45;Landak;13;istn-54f2cb5db4;288632
1665;40;Pesawaran;12;istn-54f2cb5db4;288632
1666;73;Tanjung Uban;9;user-PC;2151322
1667;90;Hative Besar Ambon;21;istn-54f2cb5db4;288632
1668;10;Sumbok Dayek;6;debrina;288632
1669;87;Lubuk Alung;8;user-PC;8990
1670;5;Buay Nyerupa;12;debrina;288632
1671;4;Panjang Bandar Lampung;12;debrina;288632
1672;12;Sileang;7;BAAKISTN-PC;2151322
1673;74;Bagan Batu;9;user-PC;2151322
1674;7;Tangerang;34;user-PC;2151322
1675;158;Sarulla;7;user-PC;2151322
1676;131;Kalo' Bani;19;user-PC;8990
1677;115;korleko;33;debrina;288632
1678;97;Dasan Lekong;23;debrina;288632
1679;51;Lubuk Lawas;10;debrina;288632
1680;19;SORONG SELATAN;37;debrina;288632
1681;5;Talion;0;debrina;288632
1682;6;Malinau Kota;0;debrina;288632
1683;84;Rantau Kasih;11;debrina;288632
1684;52;Sridadi;10;debrina;288632
1685;134;Pangli;19;debrina;288632
1686;135;Tawau;19;DESKTOP-MG98F4F;8990
1687;86;Muna Barat;20;debrina;288632
1688;88;LASI MUDO;8;debrina;288632
1689;116;Lekebai;33;debrina;288632
1690;53;Tanjung Pauh;10;debrina;288632
1691;75;Batu Bersurat;9;debrina;288632
1692;7;Waigamo;38;debrina;288632
1693;8;Majene;38;debrina;288632
1694;9;Wonomulyo;38;debrina;288632
1695;136;Marassi;19;debrina;288632
1696;76;Sedinginan;9;debrina;288632
1697;98;Penangsak;23;debrina;288632
1698;84;Tarun;17;debrina;288632
1699;85;Kepulauan Taland;17;debrina;288632
1700;159;Securai;7;debrina;288632
1701;54;SUNGAI SAHUT;10;debrina;288632
1702;99;MONTONG TINGI;23;debrina;288632
1703;85;MUKTI KARYA;11;debrina;288632
1704;81;TANAH JAWA;3;debrina;288632
1705;2;Gedung Raja;12;DESKTOP-CHACMKN;8990
1706;117;Alorongga;33;debrina;288632
1707;44;Beureugang;6;DESKTOP-CHACMKN;8990
1708;86;SIDO GEDE;11;debrina;288632
1709;3;Pasar Banjit;12;DESKTOP-CHACMKN;8990
1710;6;Bangunan;12;DESKTOP-CHACMKN;8990
1711;118;LAWAR;33;debrina;288632
1712;119;ALOR;33;debrina;288632
1713;87;TANJUNG KEPAYANG;11;debrina;288632
1714;120;JANJIMATOGU;7;debrina;288632
1715;76;Makapa;18;debrina;288632
1716;120;SALAKAN;33;debrina;288632
1717;20;TELUK BINTUNI;37;debrina;288632
1719;10;Seludengen;38;debrina;288632
1720;48;Krueng Batee;6;debrina;288632
1721;49;Aceh Barat Daya;6;debrina;288632
1722;50;Aceh Jaya;6;debrina;288632
1723;6;Sabedo;23;debrina;288632
1724;121;Labuan Bajo;33;debrina;288632
1725;7;Tambah Dadi;12;debrina;288632
1726;86;Belang;17;debrina;288632
1727;91;Tual;21;debrina;288632
1728;120;Parulohan;7;debrina;288632
1729;92;Namsina;21;debrina;288632
1730;88;Datar Lebar;11;debrina;288632
1731;122;Kefamananu;33;debrina;288632
1732;55;SUKA DAMAI;10;debrina;288632
1733;56;TEBO;10;debrina;288632
1734;46;GE'TENGAN;25;debrina;288632
1735;77;PEMATANG REBA;9;debrina;288632
1736;78;INDRAGILIR HULU;9;debrina;288632
1737;79;Kura Taji;9;debrina;288632
1738;137;Tempe;19;debrina;288632
1739;100;Lendang Nangka;23;user-PC;8669
1740;18;Braja Sakti;12;BAAKISTN-PC;2151322
1741;18;Desa Bangun Rejo;16;DESKTOP-QFC16ML;2151322
1742;52;Montong Belae;23;BAAKISTN-PC;2151322
1743;8;Makkah;34;user-PC;8669
1744;12;Sibitara;7;BAAKISTN-PC;2151322
1745;123;Otan;33;user-PC;8669
1746;73;Baras IV;19;BAAKISTN-PC;2151322
1747;16;Remban;11;BAAKISTN-PC;2151322
1748;52;Gelogor Mapong;23;BAAKISTN-PC;2151322
1749;93;Sofifi;21;user-PC;8669
1750;160; Galang;7;user-PC;8669
1751;94;Tulehu;21;user-PC;8669
1752;100;Lombongan;19;user-PC;8669
1753;139;Wara;19;user-PC;8669
1754;26;Kotaagung;12;DESKTOP-CHACMKN;8990
1755;80;Pelintung;9;user-PC;8669
1756;102;Raka;33;BAAKISTN-PC;2151322
1757;14;Tamora;9;BAAKISTN-PC;2151322
1758;102;Baru;33;BAAKISTN-PC;2151322
1759;102;Lela;33;BAAKISTN-PC;2151322
1760;102;Lela;33;BAAKISTN-PC;2151322
1761;73;Tana Toraja;19;BAAKISTN-PC;2151322
1762;53;Pernang;24;BAAKISTN-PC;2151322
1763;14;Simpang Kelayang;9;BAAKISTN-PC;2151322
1764;52;Korleko;23;BAAKISTN-PC;2151322
1765;74;Lipu;20;BAAKISTN-PC;2151322
1766;19;Lolo;16;DESKTOP-U7V8A28;8669
1767;27;Notoharjo;12;debrina;288632
1768;101;Dasan Lian,Aikmel Utara;23;user-PC;8669
1769;52;Masbagik;23;BAAKISTN-PC;2151322
1770;18;Itik Randai;12;BAAKISTN-PC;2151322
1771;93;Silago;8;debrina;288632
1772;102;Baru;33;BAAKISTN-PC;2151322
1773;102;Lengor;33;BAAKISTN-PC;2151322
1774;102;Parinding;33;BAAKISTN-PC;2151322
1775;52;Rempung;23;BAAKISTN-PC;2151322
1776;35;Lamongan;5;BAAKISTN-PC;2151322
1777;71;Tondano;17;BAAKISTN-PC;2151322
1778;71;Palelon;17;BAAKISTN-PC;2151322
1779;31;Jeranglah Rendah;26;BAAKISTN-PC;2151322
1780;13;Kambang;8;BAAKISTN-PC;2151322
1781;17;Muara Aman;26;BAAKISTN-PC;2151322
1782;12;Kuala Keupeng;6;debrina;288632
1783;12;Maranti Timur;7;BAAKISTN-PC;2151322
1784;52;Salama;23;BAAKISTN-PC;2151322
1785;17;Jeranglah Tinggi;26;BAAKISTN-PC;2151322
1786;13;Paninggahan;8;BAAKISTN-PC;2151322
1787;12;Janarata;6;debrina;288632
1788;16;Sumber Alam;11;BAAKISTN-PC;2151322
1789;16;Lampung;11;BAAKISTN-PC;2151322
1790;16;Kotabumi;11;BAAKISTN-PC;2151322
1791;18;Kotabumi;12;BAAKISTN-PC;2151322
1792;12;Samosir;7;BAAKISTN-PC;2151322
1793;15;Keretak;35;debrina;288632
1794;11;Desa Cot;6;BAAKISTN-PC;2151322
1795;4;Pancor;23;BAAKISTN-PC;2151322
1796;19;Kotabaru Seberida;9;BAAKISTN-PC;2151322
1797;37;Wotan Ulumado;24;BAAKISTN-PC;2151322
1798;100;Janjimatogu;7;BAAKISTN-PC;2151322
1799;11;Jaman Mesjid;6;BAAKISTN-PC;2151322
1800;12;Kampung Sennah;7;BAAKISTN-PC;2151322
1801;36;Epil;11;BAAKISTN-PC;2151322
1802;44;Bangodua;2;BAAKISTN-PC;2151322
1803;16;Batumarta;12;BAAKISTN-PC;2151322
1804;24;Kota Jantho;6;BAAKISTN-PC;2151322
1805;35;Aikmel;23;BAAKISTN-PC;2151322
1806;14;Lingkungan;9;BAAKISTN-PC;2151322
1807;36;Sidomulyo;12;BAAKISTN-PC;2151322
1808;54;Muntung;33;BAAKISTN-PC;2151322
1809;57;Sededap;10;debrina;288632
1810;81;Natuna;9;debrina;288632
1811;82;Tanjung Balai Karimun;9;debrina;288632
1812;102;TERUWAI;23;debrina;288632
1813;83;Gunung Malelo;9;debrina;288632
1814;103;Peresak;23;debrina;288632
1815;11;Pangli Palawa;38;debrina;288632
1816;104;Kekale;23;debrina;288632
1817;105;Gundul;23;debrina;288632
1818;84;BUATAN;9;debrina;288632
1819;85;Peranap;9;debrina;288632
1820;106;Karang Langko;23;debrina;288632
1821;95;Halmahera Utara;21;debrina;288632
1822;1;Wondama;79;debrina;288632
1823;2;Wasior;79;debrina;288632
1824;3;Teluk Wondama;79;debrina;288632
1825;86;Kampar;9;acer-PC;2151322
1826;87;Kandis;9;debrina;288632
1827;140;Buntu Datu;19;debrina;288632
1828;8;Sukasari;12;debrina;288632
1829;51;KENYARAN;6;debrina;288632
1830;52;GAYOLUES;6;debrina;288632
1831;88;RUMBIO JAYA;9;debrina;288632
1832;89;ALAM PANJANG;9;debrina;288632
1833;58;KARYA INDAH;10;debrina;288632
1834;59;SALAM BUKU;10;debrina;288632
1835;60;Kembang Paseban;10;debrina;288632
1836;90;SUNGAI MANAU;9;debrina;288632
1838;91;Sialang Jaya;9;debrina;288632
1839;28;Negara Bumi;12;debrina;288632
1840;87;Noongan;17;debrina;288632
1841;96;BUNTU;21;debrina;288632
1842;9;Jabung;12;debrina;288632
1843;161;Pematang Siantar;7;debrina;288632
1844;39;Bukit Peninjauan;26;debrina;288632
1845;40;Kepahiang;26;debrina;288632
1846;41;Bengkulu Selatan;26;debrina;288632
1847;90;Karang Tanding;11;debrina;288632
1848;2;Waro;44;debrina;288632
1849;97;Telutih Baru;21;debrina;288632
1850;162;Hutagaol;7;debrina;288632
1851;42;Pelajau;26;debrina;288632
1852;98;Gamsungi;21;debrina;288632
1853;99;Halmahera Barat;21;debrina;288632
1854;163;Samosir;7;debrina;288632
1855;1;Cempaka;11;DESKTOP-QFC16ML;2151322
1856;10;Sukarame;12;debrina;288632
1857;164;SEI MATI;7;debrina;288632
1858;61;BAJUBANG;10;debrina;288632
1859;12;Sido Binangun;12;DESKTOP-CHACMKN;8990
1860;8;GIRIAN;18;debrina;288632
1861;25;KOTA BITUNG;17;debrina;288632
1862;26;Tahuna;17;debrina;288632
1863;27;Kepl.Sangihe;17;debrina;288632
1864;28;Makaroyen;17;debrina;288632
1865;29;Tomohon;17;debrina;288632
1866;1;Boalemo;86;debrina;288632
1867;94;Marotai;21;debrina;288632
1869;11;Batu Macenno;19;debrina;288632
1870;88;Mopugad Selatan;17;debrina;288632
1871;54;Tongananga;24;debrina;288632
1872;55;Nagekeo;24;debrina;288632
1873;29;Kesumajaya;12;debrina;288632
1874;30;Panjang;12;debrina;288632
1875;87;BAU BAU;20;debrina;288632
1876;91;Muratara;11;debrina;288632
1877;2;JEDDAH;53;debrina;288632
1878;46;Melawi;13;debrina;288632
1879;47;Menukung;13;debrina;288632
1880;74;NGEDULUSI;33;debrina;288632
1881;75;TIMOR TENGAH UTARA;33;debrina;288632
1882;13;Balai Kencana;12;debrina;288632
1883;14;Pesisir Barat;12;debrina;288632
1884;43;Talang Donok;26;debrina;288632
1885;44;Lebong;26;debrina;288632
1886;47;Tembagapura;25;debrina;288632
1887;48;Mimika;25;debrina;288632
1888;92;Cambai;11;debrina;288632
1889;45;Air Periukan;26;debrina;288632
1890;46;Tertik;26;debrina;288632
1891;92;Selat Panjang;9;debrina;288632
1892;93;Kepulauan Meranti;9;debrina;288632
1893;53;Kenawat Redelong;6;debrina;288632
1894;55;Bener Meriah;6;debrina;288632
1895;16;Bangka Tengah;35;debrina;288632
1896;2;Waur;21;debrina;288632
1897;25;Kotatua;7;debrina;288632
1898;11;Padangsidimpuan;7;debrina;288632
1899;93;Banyuasin;11;DESKTOP-CHACMKN;8990
1900;12;SIMANDUMA;7;debrina;288632
1901;15;Tanggulangin;12;debrina;288632
1902;44;Hoi;27;debrina;288632
1903;20;Timor Tengah Selatan;27;debrina;288632
1904;89;Duloduo;17;debrina;288632
1905;16;Tanjung Iman;12;debrina;288632
1906;94;Jagaraga;11;debrina;288632
1907;10;Kalidadi;12;debrina;288632
1908;9;Kalirejo;12;debrina;288632
1909;107;Kombo-wowo;23;debrina;288632
1910;31;Kresnowidodo;12;debrina;288632
1911;32;Pesawaran;12;debrina;288632
1912;165;Tandam Hilir;7;debrina;288632
1913;160;Lahat;7;debrina;288632
1914;110;SIMENGMENG;7;debrina;288632
1915;82;Grobogan;3;debrina;288632
1916;1;MALUKU;21;debrina;288632
1917;48;Kalimantan Barat;13;debrina;288632
1918;33;Mesuji;12;debrina;288632
1919;34;Way Nangka;12;debrina;288632
1920;8;Lumbirejo;12;debrina;288632
1921;3;Halmahera Selatan;21;debrina;288632
1922;13;PEA JANGGUT;7;debrina;288632
1923;89;BALAI SELASA;8;debrina;288632
1924;83;WONODADI;3;debrina;288632
1925;95;Suka Mukti;11;debrina;288632
1926;140;Rumoong Atas;19;debrina;288632
1927;90;Pakuure;17;debrina;288632
1928;91;Minahasa Selatan;17;debrina;288632
1929;4;Dakulamo;21;debrina;288632
1930;84;Sri Wungu;3;debrina;288632
1931;35;Wonosari;12;debrina;288632
1932;14;RAJAMALIGAS;7;debrina;288632
1933;96;Ogan Ilir;11;DESKTOP-QFC16ML;2151322
1934;94;GERINGGING BARU;9;debrina;288632
1935;95;KUANTAN SINGINGI;9;debrina;288632
1936;9;Limbur Tembesi;10;debrina;288632
1937;10;Sarolangun;10;debrina;288632
1938;15;Gunung Sitoli;7;debrina;288632
1939;4;Keerom;79;debrina;288632
1940;92;Amurang;17;debrina;288632
1941;93;Sonder;17;debrina;288632
1942;127;Maki;33;debrina;288632
1943;36;Negeri Jemanten;12;debrina;288632
1944;16;Sinar Gunung;7;debrina;288632
1945;5;Guwang;22;debrina;288632
1946;17;Manik Hataran;7;debrina;288632
1947;11;Sengkang;19;debrina;288632
1948;166;Aek Rau;7;user-PC;8669
1949;167;Maga Lombang;7;user-PC;8669
1950;62;Rantau Rasau;10;user-PC;8669
1951;90;Pasaman Barat;8;debrina;288632
1952;91;Balai Tinggi;8;debrina;288632
1953;94;Lima Puluh Kota;8;debrina;288632
1954;88;Wakatobi;20;debrina;288632
1955;37;Sukapura;12;debrina;288632
1956;91;Wanaraja Garut;2;debrina;288632
1957;5;Lanny Jaya;79;debrina;288632
1958;95;Guguk Sarai;8;debrina;288632
1959;5;Sidangoli;21;debrina;288632
1960;63;Sei. Jambat;10;DESKTOP-QFC16ML;2151322
1961;38;Raman Endra;12;debrina;288632
1962;39;Sidorejo;12;debrina;288632
1963;108;Sakra;23;debrina;288632
1964;109;Kore;23;debrina;288632
1965;56;Pulau Tiga;6;debrina;288632
1966;57;ACEH TAMIANG;6;debrina;288632
1967;47;Babakan Baru;26;debrina;288632
1968;110;SENGKEREK;23;debrina;288632
1969;45;OSSU;27;debrina;288632
1970;40;Gunung Agung;12;debrina;288632
1971;97;Sukamoro;11;debrina;288632
1972;41;Wonoharjo;12;debrina;288632
1973;42;Way Kanan;12;debrina;288632
1974;64;Kuamang;10;debrina;288632
1975;43;Mulyosari;12;debrina;288632
1976;44;Gayabaru;12;debrina;288632
1977;48;Sekunyit;26;debrina;288632
1978;49;Kaur;26;debrina;288632
1979;6;Geser;21;debrina;288632
1980;111;Narmada;23;debrina;288632
1981;7;Popjetur;21;debrina;288632
1982;140;Battang;19;debrina;288632
1983;141;Luwu;19;debrina;288632
1984;142;Sindereng Rappang;19;debrina;288632
1985;112;Kerembong;23;debrina;288632
1986;65;Nipah Panjang;10;debrina;288632
1987;66;Tanjung Jabung Timur;10;debrina;288632
1988;45;Purwa Agung;12;debrina;288632
1989;67;Alang Alang;10;debrina;288632
1990;110;Lemo;19;DESKTOP-MG98F4F;8990
1991;143;Selulemo;19;debrina;288632
1992;6;Sa'dan Matallo;79;debrina;288632
1993;7;Pegunungan Bintang;79;debrina;288632
1994;18;Suka;7;debrina;288632
1995;46;Makartitama;12;debrina;288632
1996;113;SEDAYU;23;debrina;288632
1997;68;Teluk Kuali;10;debrina;288632
1998;47;Lintik;12;debrina;288632
1999;8;Siwa;79;debrina;288632
2000;8;Waesili;21;debrina;288632
2001;69;Rantau Panjang;10;debrina;288632
2002;144;Padangrora;19;debrina;288632
2003;160;Sihorbo;7;debrina;288632
2004;48;Way Limau;12;DESKTOP-MG98F4F;8990
2005;49;Bunga Mayang;12;debrina;288632
2006;2;Kuala Lumpur;57;debrina;288632
2007;96;Kualu;9;debrina;288632
2008;9;Biak Numfor;79;DESKTOP-CHACMKN;8990
2009;19;Tinjowan;7;debrina;288632
2010;7;Tanjung Lapang;0;debrina;288632
2011;9;Waton Ulu Mado;21;debrina;288632
2012;101;Nataea;33;debrina;288632
2013;46;Tualang;27;debrina;288632
2014;17;Delas;35;debrina;288632
2015;58;Simpang IV Upah;6;debrina;288632
2016;18;Toboali;35;debrina;288632
2017;98;Tanah Agung;11;debrina;288632
2018;114;Rato;23;debrina;288632
2019;21;Maget. B;37;debrina;288632
2020;20;Rao;7;debrina;288632
2021;50;Sekampung;12;debrina;288632
2022;51;Panjang;12;debrina;288632
2023;52;Comok Sinar Jaya;12;debrina;288632
2024;53;Sribasuki;12;debrina;288632
2025;85;Kab.Semarang;3;debrina;288632
2026;63;Pangkoh;14;debrina;288632
2027;54;Pugungraharjo;12;debrina;288632
2028;55;Rawa Pitu;12;debrina;288632
2029;56;Sukamara;12;debrina;288632
2030;57;Keputran;12;debrina;288632
2031;59;Ulee Glee;6;debrina;288632
2032;58;B.Lampung;12;debrina;288632
2033;60;Pinto Makmur;6;debrina;288632
2034;96;Pasar Rao;8;user-PC;8669
2035;18;Gisting Bawah;12;BAAKISTN-PC;2151322
2036;15;Ulee Gle;6;BAAKISTN-PC;2151322
2037;75;Saludengen;38;BAAKISTN-PC;2151322
2038;15;Pondok Tinggi;10;BAAKISTN-PC;2151322
2039;120;Kabanjahe;7;user-PC;8669
2040;1;Situngir;7;BAAKISTN-PC;2151322
2041;59;Gunung Besar;12;istn-54f2cb5db4;288632
2042;60;Kalipapan;12;istn-54f2cb5db4;288632
2043;61;Banjar Agung;12;istn-54f2cb5db4;288632
2044;62;Punggur;12;istn-54f2cb5db4;288632
2045;19;Surantih;8;istn-54f2cb5db4;288632
2046;97;Baluk;9;istn-54f2cb5db4;288632
2047;50;Palak Bengkerung;26;istn-54f2cb5db4;288632
2048;99;Nyukang Harjo;11;debrina;288632
2049;97;Koto Baru;8;debrina;288632
2050;63;Simpang Luas;12;debrina;288632
2051;98;Paguh Duku;8;debrina;288632
2052;64;Pekondoh;12;debrina;288632
2053;21;NATUMINGKA;7;debrina;288632
2054;70;MANDIANGIN;10;debrina;288632
2055;65;Sinar Tanjung;12;DESKTOP-CHACMKN;8990
2056;10;Lubuk Lungkang;11;debrina;288632
2057;66;Negeri Ratu;12;debrina;288632
2058;67;Sukobinangun;12;DESKTOP-QFC16ML;2151322
2059;68;MANGGALA;12;debrina;288632
2060;69;DAYA MURNI;12;debrina;288632
2061;61;PANGWA;6;debrina;288632
2062;11;Air Itam;11;debrina;288632
2063;71;TELUK SINGKAWANG;10;debrina;288632
2064;12;Rawalpindi;11;debrina;288632
2065;115;Repok Prine;23;DESKTOP-CHACMKN;8990
2066;110;Rote Ndao;33;debrina;288632
2067;70;Bandarjaya;12;debrina;288632
2068;22;SERUI;37;debrina;288632
2069;62;Matang Kumbang;6;debrina;288632
2070;63;BULUDURI;6;debrina;288632
2071;72;Kebagusan;12;debrina;288632
2072;71;RATNA KHATON;12;debrina;288632
2073;73;TOTOKATON;12;debrina;288632
2074;74;Suputih Banyak;12;debrina;288632
2075;116;Bareng;23;debrina;288632
2076;77;Tomoli;18;debrina;288632
2077;22;SUMBUL;7;debrina;288632
2078;168;P. SUSU;7;debrina;288632
2079;64;Lae Hole;6;debrina;288632
2080;65;L.Pakam;6;debrina;288632
2081;128;Nadda;33;DESKTOP-CHACMKN;8990
2082;23;Persunian;7;debrina;288632
2083;49;LOALO;25;debrina;288632
2084;13;Biaro Lama;11;debrina;288632
2085;75;Mengandungsari;12;debrina;288632
2086;53;Sibangkaja;22;debrina;288632
2087;24;Batu Horpak;7;debrina;288632
2088;14;Karang Jaya;11;debrina;288632
2089;94;Minsei;17;debrina;288632
2090;76;Way Seputih;12;debrina;288632
2091;100;Kampung Tanjung;11;debrina;288632
2092;77;Mumbang Jaya;12;debrina;288632
2093;25;Motung;7;debrina;288632
2094;19;Cit Belinyu;35;debrina;288632
2095;98;Perawang;9;debrina;288632
2096;99;TAPUS;9;debrina;288632
2097;1;BANDAR SEI KIJANG;9;debrina;288632
2098;15;PENANGGIRAN;11;debrina;288632
2099;2;Ngaso;9;debrina;288632
2100;9;Sinar Banten;34;debrina;288632
2101;3;EMIRAT ARAB;53;debrina;288632
2102;64;Pir Butong;14;debrina;288632
2103;101;Rejosari;11;debrina;288632
2104;10;Rangkas Bitung;34;debrina;288632
2105;78;Tulung Pasik;12;debrina;288632
2106;89;Lapangi-Pangi;20;debrina;288632
2107;79;Rawajitu;12;DESKTOP-JJT9RCV;288632
2108;80;WAYMILI;12;debrina;288632
2109;169;Parratusan;7;debrina;288632
2110;81;Talang Jawa;12;debrina;288632
2111;102;Paga;33;DESKTOP-MG98F4F;8990
2112;100;Dabo Singkep;9;DESKTOP-MG98F4F;8990
2113;100;Onolimbu;7;DESKTOP-MG98F4F;8990
2114;10;Simodong;7;DESKTOP-MG98F4F;8990
2115;129;Uwa;33;DESKTOP-U7V8A28;8669
2116;65;Kotawaringin Timur;14;DESKTOP-U7V8A28;8669
2117;232;Ujung Tanduk;7;DESKTOP-U7V8A28;8669
2118;100;Jaya Tinggi;12;DESKTOP-U7V8A28;8669
2119;101;Bangun Rejo;12;DESKTOP-U7V8A28;8669
2120;102;Seputih Raman;12;DESKTOP-U7V8A28;8669
2121;99;Sumani;8;DESKTOP-U7V8A28;8669
2122;170;Urung Pane;7;DESKTOP-U7V8A28;8669
2123;102;Teruwai;23;DESKTOP-U7V8A28;8669
2125;117;Kombo - Wawo;23;DESKTOP-U7V8A28;8669
2126;34;Pahae Julu;7;DESKTOP-QFC16ML;2151322
2127;34;Pahae Julu;7;DESKTOP-QFC16ML;2151322
2128;75;Kefamenanu;33;DESKTOP-QFC16ML;2151322
2129;4;Kab. Semarang;3;DESKTOP-QFC16ML;2151322
2130;71;Sukosari;5;DESKTOP-U7V8A28;8669
2131;100;Padang Koto Gadang;8;DESKTOP-U7V8A28;8669
2132;95;Doloduo;17;DESKTOP-U7V8A28;8669
2133;100;Buatan II;9;DESKTOP-U7V8A28;8669
2134;118;Sape - Bima;23;DESKTOP-U7V8A28;8669
2135;96;Makaaroyen;17;DESKTOP-U7V8A28;8669
2136;100;Morotai;21;DESKTOP-U7V8A28;8669
2137;100;Malua;19;DESKTOP-QFC16ML;2151322
2138;23;Samabusa;37;DESKTOP-U7V8A28;8669
2139;100;Kurai Taji;8;DESKTOP-U7V8A28;8669
2140;145;Bone - Bone;19;DESKTOP-U7V8A28;8669
2141;146;Sumarambu;19;DESKTOP-U7V8A28;8669
2142;59;Gunung Sari;12;DESKTOP-QFC16ML;2151322
2143;18;banjit;12;DESKTOP-QFC16ML;2151322
2144;18;Banjit;12;DESKTOP-QFC16ML;2151322
2145;15;Muara Sabak;10;DESKTOP-QFC16ML;2151322
2146;100;Paleri;21;DESKTOP-U7V8A28;8669
2147;18;Ramayana;12;DESKTOP-QFC16ML;2151322
2148;102;Sepang;11;DESKTOP-U7V8A28;8669
2149;4;Karangwangi;2;DESKTOP-QFC16ML;2151322
2150;36;Bangunan;12;DESKTOP-QFC16ML;2151322
2151;51;Pelajaran;26;DESKTOP-U7V8A28;8669
2152;52;Sumber Urip;26;DESKTOP-U7V8A28;8669
2153;171;Tanjung Kubah;7;DESKTOP-U7V8A28;8669
