f_kabupaten_id;f_kodekabupaten;f_namakabupaten;f_propinsi_id;f_komputer;f_username;f_tanggalupdate
1576;130;Kalo Bani;19;istn-54f2cb5db4;288632;53:12.0
1644;114;Manufui;33;istn-54f2cb5db4;288632;44:47.6
1578;104;Manggarai Timur;33;istn-54f2cb5db4;288632;13:33.9
1579;109;Padacenga;19;istn-54f2cb5db4;288632;48:11.7
1580;105;Gunung Terang;33;istn-54f2cb5db4;288632;50:48.9
1581;67;Ujung Tanjung;9;istn-54f2cb5db4;288632;36:37.0
1582;45;Rantebua;25;istn-54f2cb5db4;288632;38:27.9
1583;153;Tetehosi;7;istn-54f2cb5db4;288632;05:54.0
1584;48;Rantau Harapan;10;istn-54f2cb5db4;288632;58:46.4
1585;154;Tetesua;7;istn-54f2cb5db4;288632;24:02.0
1586;106;Borong;33;istn-54f2cb5db4;288632;26:12.5
1587;107;Nusa Tenggara Timur;33;istn-54f2cb5db4;288632;26:55.9
1588;86;Silungkang;8;istn-54f2cb5db4;288632;04:10.9
1589;155;Palipi;7;istn-54f2cb5db4;288632;13:55.3
1590;73;Paung;33;user-PC;105;07:43.8
1591;73;Darra;19;BAAKISTN-PC;2151322;49:11.2
1592;6;Tangerang Selatan;34;istn-54f2cb5db4;288632;24:19.1
1593;4;Muara Delang;0;istn-54f2cb5db4;288632;09:23.3
1620;118;Hutadangka;7;istn-54f2cb5db4;288632;47:21.2
1626;157;Gotong Royong;7;istn-54f2cb5db4;288632;35:14.0
1631;82;Pahang Asri;11;istn-54f2cb5db4;288632;59:34.4
1790;16;Kotabumi;11;BAAKISTN-PC;2151322;05:11.1
1791;18;Kotabumi;12;BAAKISTN-PC;2151322;06:09.4
1635;8;Bulo;16;istn-54f2cb5db4;288632;54:11.6
1638;95;Benete;23;istn-54f2cb5db4;288632;12:40.9
1640;133;Langke Raya;19;istn-54f2cb5db4;288632;19:21.8
1595;113;Simalungun;7;istn-54f2cb5db4;288632;29:20.7
1596;114;Saribudolok;7;istn-54f2cb5db4;288632;30:26.4
1597;12;Sungai Liat;35;istn-54f2cb5db4;288632;31:09.9
1598;131;Kalo' Bani;19;user-PC;2151322;27:19.2
1599;108;SIKKA;33;istn-54f2cb5db4;288632;29:26.1
1642;113;Sariak Laweh;33;istn-54f2cb5db4;288632;36:02.9
1600;70;Jatiroto;5;istn-54f2cb5db4;288632;07:22.2
0;0; Ussaga;0;istn-54f2cb5db4;288632;36:45.9
1792;12;Samosir;7;BAAKISTN-PC;2151322;27:04.3
1602;10;Kepulauan Seribu;1;istn-54f2cb5db4;288632;49:42.7
1603;109;EMPAT LAWANG;33;istn-54f2cb5db4;288632;11:53.2
1604;110;LENDUR;33;istn-54f2cb5db4;288632;12:29.7
1605;0;MUARA PINANG;11;istn-54f2cb5db4;288632;17:27.1
1645;13;Bencah;35;istn-54f2cb5db4;288632;09:41.5
1646;14;Bangka Selatan;35;istn-54f2cb5db4;288632;11:37.5
1647;85;Kowane;20;istn-54f2cb5db4;288632;19:48.5
1648;49;Pasar Muara Siau;10;istn-54f2cb5db4;288632;02:28.5
1649;50;Sirolangun Bangko;10;istn-54f2cb5db4;288632;03:30.0
1651;82;Akesimbeka;17;istn-54f2cb5db4;288632;27:05.1
1652;83;Siau Tagulandang Biaro;17;istn-54f2cb5db4;288632;33:46.7
1653;96;Garupuk;23;istn-54f2cb5db4;288632;44:26.8
1572;99;Penengahan;12;istn-54f2cb5db4;288632;47:12.4
1654;72;Singingi;9;istn-54f2cb5db4;288632;25:41.5
1394;15;Batu Belah;9;istn-54f2cb5db4;288632;26:08.5
1393;17;Muarajalai;9;istn-54f2cb5db4;288632;27:14.1
1542;1;KULAMPU;37;istn-54f2cb5db4;288632;10:55.7
1561;2;Boven Digoel;37;istn-54f2cb5db4;288632;11:15.6
1150;3;Kokas;37;istn-54f2cb5db4;288632;11:34.1
1185;4;Windesi;37;istn-54f2cb5db4;288632;11:49.8
1210;5;Wawena;37;istn-54f2cb5db4;288632;12:03.3
900;6;Biak;37;istn-54f2cb5db4;288632;12:19.7
1030;8;Paniai;37;istn-54f2cb5db4;288632;12:42.3
1031;9;Jayawijaya;37;istn-54f2cb5db4;288632;12:57.1
1108;10;Jayapura;37;istn-54f2cb5db4;288632;13:26.0
1217;11;Fakfak;37;istn-54f2cb5db4;288632;13:52.9
1288;12;Timika;37;istn-54f2cb5db4;288632;14:09.3
1367;13;Kepulauan Yapen;37;istn-54f2cb5db4;288632;14:27.7
1369;14;Mimika;37;istn-54f2cb5db4;288632;14:55.7
1607;15;MAYBRAT;37;istn-54f2cb5db4;288632;15:10.8
1794;11;Desa Cot;6;BAAKISTN-PC;2151322;15:38.1
1608;115;Padang Lawas;7;istn-54f2cb5db4;288632;09:01.0
1609;116;Sibuhuan;7;istn-54f2cb5db4;288632;09:38.2
1610;111;KUPANG;33;istn-54f2cb5db4;288632;36:24.1
1611;112;Larantuka;33;istn-54f2cb5db4;288632;52:15.9
1612;88;Seram Bagian Timur;21;istn-54f2cb5db4;288632;07:57.7
1613;40;Kacaribu;7;istn-54f2cb5db4;288632;44:02.1
1614;68;Siak;9;istn-54f2cb5db4;288632;48:52.1
1615;1;Karang Endah;12;istn-54f2cb5db4;288632;23:23.3
1616;37;Seluma;26;istn-54f2cb5db4;288632;32:54.2
1617;156;Batang Serangan;7;istn-54f2cb5db4;288632;18:48.3
1618;93;Tepas;23;istn-54f2cb5db4;288632;51:16.1
1619;38;Suka Merindu;26;istn-54f2cb5db4;288632;16:43.3
1795;4;Pancor;23;BAAKISTN-PC;2151322;43:36.5
1621;117;Sosor Bagot;7;istn-54f2cb5db4;288632;09:57.3
1027;18;Bintan;9;istn-54f2cb5db4;288632;27:54.1
1796;19;Kotabaru Seberida;9;BAAKISTN-PC;2151322;59:24.3
559;20;Gantung;9;istn-54f2cb5db4;288632;29:41.6
1187;27;Sungai Lang;9;istn-54f2cb5db4;288632;30:45.4
1797;37;Wotan Ulumado;24;BAAKISTN-PC;2151322;47:50.1
1650;28;Seram Bagian Barat;9;istn-54f2cb5db4;288632;32:18.1
1160;29;Laut Tador;9;istn-54f2cb5db4;288632;32:38.2
1655;30;Lubuk Ambacang;9;istn-54f2cb5db4;288632;34:19.5
1798;100;Janjimatogu;7;BAAKISTN-PC;2151322;05:12.8
1656;9;Dusun Baru II;26;istn-54f2cb5db4;288632;10:53.5
1657;10;Darat Sawah;26;istn-54f2cb5db4;288632;28:27.9
1658;13;Pulau Morotai;21;istn-54f2cb5db4;288632;00:58.1
1659;4;Tempel, Sleman;4;istn-54f2cb5db4;288632;23:06.4
1660;4;Jembrana;22;istn-54f2cb5db4;288632;33:47.7
1661;3;Pangkalan Bun;14;istn-54f2cb5db4;288632;52:33.1
1799;11;Jaman Mesjid;6;BAAKISTN-PC;2151322;51:11.0
1800;12;Kampung Sennah;7;BAAKISTN-PC;2151322;14:07.1
1801;36;Epil;11;BAAKISTN-PC;2151322;29:44.6
1915;82;Grobogan;3;debrina;288632;08:45.0
1566;11;MISLAK;33;istn-54f2cb5db4;288632;09:27.9
1663;18;Waropen;37;istn-54f2cb5db4;288632;29:48.9
1402;16;Papua;37;istn-54f2cb5db4;288632;30:16.2
1664;45;Landak;13;istn-54f2cb5db4;288632;01:39.3
1802;44;Bangodua;2;BAAKISTN-PC;2151322;47:13.1
751;19;Sinar Toba;9;BAAKISTN-PC;2151322;33:37.6
1803;16;Batumarta;12;BAAKISTN-PC;2151322;57:26.7
420;9;Lhok Parom;6;BAAKISTN-PC;2151322;13:03.5
1804;24;Kota Jantho;6;BAAKISTN-PC;2151322;42:15.3
1805;35;Aikmel;23;BAAKISTN-PC;2151322;00:29.1
1806;14;Lingkungan;9;BAAKISTN-PC;2151322;57:14.4
1807;36;Sidomulyo;12;BAAKISTN-PC;2151322;30:03.0
1808;54;Muntung;33;BAAKISTN-PC;2151322;53:22.2
1809;57;Sededap;10;debrina;288632;26:31.2
1810;81;Natuna;9;debrina;288632;31:44.2
1811;82;Tanjung Balai Karimun;9;debrina;288632;42:14.4
274;23;Marga Lestari;12;istn-54f2cb5db4;288632;03:50.7
275;24;Lampung Tengah;12;istn-54f2cb5db4;288632;04:09.0
1523;26;Tanjung Bintang;12;istn-54f2cb5db4;288632;04:50.7
437;27;Kotabumi;12;istn-54f2cb5db4;288632;05:12.9
438;28;Bandarjaya;12;istn-54f2cb5db4;288632;05:35.5
452;29;Sumbersari;12;istn-54f2cb5db4;288632;05:59.7
479;30;Pasar Liwa;12;istn-54f2cb5db4;288632;06:19.4
489;31;Metro;12;istn-54f2cb5db4;288632;06:38.8
519;32;Manna;12;istn-54f2cb5db4;288632;07:00.0
683;33;Agromulyo;12;istn-54f2cb5db4;288632;07:27.6
1458;34;Tanjung Iman;12;istn-54f2cb5db4;288632;08:31.2
1420;35;Gaya Baru II;12;istn-54f2cb5db4;288632;08:43.1
1305;36;Lampung Selatan;12;istn-54f2cb5db4;288632;08:54.4
719;37;Kartaraharja;12;istn-54f2cb5db4;288632;09:04.5
423;38;Lampung;12;istn-54f2cb5db4;288632;09:15.9
1594;39;Margo Dadi;12;istn-54f2cb5db4;288632;09:29.1
1665;40;Pesawaran;12;istn-54f2cb5db4;288632;10:02.2
273;59;Bandar Lampung;12;istn-54f2cb5db4;288632;10:50.6
999;53;Bumi Agung;12;istn-54f2cb5db4;288632;11:57.0
932;55;Menggala;12;istn-54f2cb5db4;288632;13:18.4
1666;73;Tanjung Uban;9;user-PC;2151322;52:24.6
1667;90;Hative Besar Ambon;21;istn-54f2cb5db4;288632;03:44.6
1812;102;TERUWAI;23;debrina;288632;55:16.9
1813;83;Gunung Malelo;9;debrina;288632;14:23.9
1814;103;Peresak;23;debrina;288632;34:04.9
1669;87;Lubuk Alung;8;user-PC;8990;14:11.9
1815;11;Pangli Palawa;38;debrina;288632;39:45.7
1719;10;Seludengen;38;debrina;288632;39:58.9
1672;12;Sileang;7;BAAKISTN-PC;2151322;28:21.4
1673;74;Bagan Batu;9;user-PC;2151322;03:28.7
1674;7;Tangerang;34;user-PC;2151322;01:25.0
1675;158;Sarulla;7;user-PC;2151322;47:17.9
1676;131;Kalo' Bani;19;user-PC;8990;24:46.4
1677;115;korleko;33;debrina;288632;34:23.6
1678;97;Dasan Lekong;23;debrina;288632;23:01.8
1679;51;Lubuk Lawas;10;debrina;288632;38:00.3
1680;19;SORONG SELATAN;37;debrina;288632;23:35.9
1816;104;Kekale;23;debrina;288632;49:39.9
1681;5;Talion;0;debrina;288632;30:15.5
1682;6;Malinau Kota;0;debrina;288632;33:04.1
1683;84;Rantau Kasih;11;debrina;288632;41:13.2
1684;52;Sridadi;10;debrina;288632;19:28.6
1817;105;Gundul;23;debrina;288632;52:17.5
1685;134;Pangli;19;debrina;288632;14:20.4
1687;86;Muna Barat;20;debrina;288632;12:33.4
1688;88;LASI MUDO;8;debrina;288632;51:26.1
1291;52;Lumbaja;33;debrina;288632;03:24.6
1689;116;Lekebai;33;debrina;288632;04:26.6
1690;53;Tanjung Pauh;10;debrina;288632;17:56.5
1691;75;Batu Bersurat;9;debrina;288632;32:51.6
1818;84;BUATAN;9;debrina;288632;53:51.1
1819;85;Peranap;9;debrina;288632;07:23.6
1820;106;Karang Langko;23;debrina;288632;14:36.6
1695;136;Marassi;19;debrina;288632;24:29.1
1696;76;Sedinginan;9;debrina;288632;30:41.2
1697;98;Penangsak;23;debrina;288632;38:34.3
1698;84;Tarun;17;debrina;288632;44:08.5
1699;85;Kepulauan Taland;17;debrina;288632;44:48.4
1700;159;Securai;7;debrina;288632;04:30.2
1701;54;SUNGAI SAHUT;10;debrina;288632;18:37.7
1702;99;MONTONG TINGI;23;debrina;288632;24:14.5
1703;85;MUKTI KARYA;11;debrina;288632;37:19.6
1704;81;TANAH JAWA;3;debrina;288632;36:41.4
1706;117;Alorongga;33;debrina;288632;14:11.4
979;21;Weoe;33;debrina;288632;26:27.6
1708;86;SIDO GEDE;11;debrina;288632;35:57.0
980;22;Malaka;33;debrina;288632;28:56.0
1671;4;Panjang Bandar Lampung;12;debrina;288632;52:53.9
1670;5;Buay Nyerupa;12;debrina;288632;53:04.8
1711;118;LAWAR;33;debrina;288632;03:42.4
1712;119;ALOR;33;debrina;288632;04:27.0
1713;87;TANJUNG KEPAYANG;11;debrina;288632;40:17.0
1821;95;Halmahera Utara;21;debrina;288632;40:48.9
1822;1;Wondama;79;debrina;288632;02:44.4
1714;120;JANJIMATOGU;7;debrina;288632;59:00.4
1715;76;Makapa;18;debrina;288632;03:26.8
1716;120;SALAKAN;33;debrina;288632;24:56.4
1717;20;TELUK BINTUNI;37;debrina;288632;32:06.7
1823;2;Wasior;79;debrina;288632;03:04.7
1824;3;Teluk Wondama;79;debrina;288632;09:40.1
1826;87;Kandis;9;debrina;288632;44:44.0
1827;140;Buntu Datu;19;debrina;288632;49:51.0
929;1;Tanjung Batu Majene;38;debrina;288632;58:44.6
1240;3;Polewali;38;debrina;288632;59:06.3
1249;4;Sumarorong;38;debrina;288632;59:15.5
1373;5;Mamasa;38;debrina;288632;59:28.5
1380;6;Polewali Mandar;38;debrina;288632;00:29.4
1692;7;Waigamo;38;debrina;288632;00:36.9
1693;8;Majene;38;debrina;288632;00:44.9
1694;9;Wonomulyo;38;debrina;288632;00:54.0
1828;8;Sukasari;12;debrina;288632;14:04.5
1552;12;Deah Pangwa;6;debrina;288632;32:44.9
1668;10;Sumbok Dayek;6;debrina;288632;14:58.6
1782;12;Kuala Keupeng;6;debrina;288632;33:05.5
1787;12;Janarata;6;debrina;288632;33:23.8
1437;12;Peusangan;6;debrina;288632;15:30.5
1162;13;Uteun Pulo;6;debrina;288632;15:50.9
1163;14;Putus Sibau;6;debrina;288632;16:11.5
1173;15;Bireuen;6;debrina;288632;16:21.8
1186;16;Porang;6;debrina;288632;16:38.6
202;17;Aceh Selatan;6;debrina;288632;16:49.6
1223;18;Takengon;6;debrina;288632;16:59.9
1225;19;Rumah Kampung;6;debrina;288632;17:09.9
203;20;Aceh Tenggara;6;debrina;288632;17:30.4
204;21;Aceh Timur;6;debrina;288632;17:45.6
205;22;Aceh Tengah;6;debrina;288632;18:05.2
206;23;Aceh Barat;6;debrina;288632;18:24.0
207;24;Aceh Besar;6;debrina;288632;18:52.2
208;25;Aceh Utara;6;debrina;288632;19:26.5
209;26;Pidie;6;debrina;288632;20:30.2
804;27;Lhokseumawe;6;debrina;288632;20:42.3
839;28;Langsa;6;debrina;288632;20:56.1
873;29;Takengon Aceh Tengah;6;debrina;288632;21:10.5
919;30;Jambur Lak-Lak;6;debrina;288632;21:23.7
1055;31;Kuala Simpang;6;debrina;288632;21:39.9
1068;32;Capeung;6;debrina;288632;22:56.3
1099;33;Nagan Raya;6;debrina;288632;23:19.9
1103;34;Meulaboh;6;debrina;288632;23:35.9
1155;35;Upah;6;debrina;288632;24:04.8
1292;36;Blangkejeren;6;debrina;288632;24:24.9
1368;37;Sigli;6;debrina;288632;24:42.4
1371;38;Gayo Lues;6;debrina;288632;25:04.1
1372;39;Terangun;6;debrina;288632;25:23.8
1418;40;Semadam Awal;6;debrina;288632;25:48.3
1419;41;Subulussalam;6;debrina;288632;26:02.8
1421;42;Kuta Batu;6;debrina;288632;26:30.2
1495;43;Biara Barat;6;debrina;288632;26:44.8
1518;45;Blangkejeren;6;debrina;288632;27:26.2
1514;46;Rikit Gaib;6;debrina;288632;27:56.8
1628;47;Cot Kumbang;6;debrina;288632;28:17.0
1720;48;Krueng Batee;6;debrina;288632;28:55.6
1721;49;Aceh Barat Daya;6;debrina;288632;31:59.3
1722;50;Aceh Jaya;6;debrina;288632;42:54.7
1723;6;Sabedo;23;debrina;288632;36:44.9
1724;121;Labuan Bajo;33;debrina;288632;42:47.9
1725;7;Tambah Dadi;12;debrina;288632;54:20.0
1726;86;Belang;17;debrina;288632;58:48.9
1727;91;Tual;21;debrina;288632;56:07.3
1728;120;Parulohan;7;debrina;288632;08:23.3
1729;92;Namsina;21;debrina;288632;40:46.7
1730;88;Datar Lebar;11;debrina;288632;44:22.1
1731;122;Kefamananu;33;debrina;288632;08:15.2
1732;55;SUKA DAMAI;10;debrina;288632;14:53.6
1733;56;TEBO;10;debrina;288632;15:58.8
1734;46;GE'TENGAN;25;debrina;288632;19:42.6
1735;77;PEMATANG REBA;9;debrina;288632;23:06.4
1736;78;INDRAGILIR HULU;9;debrina;288632;25:31.3
1737;79;Kura Taji;9;debrina;288632;19:11.5
1829;51;KENYARAN;6;debrina;288632;33:57.7
1830;52;GAYOLUES;6;debrina;288632;34:31.8
1077;110;Wairiang;19;debrina;288632;53:13.8
1831;88;RUMBIO JAYA;9;debrina;288632;51:53.7
1832;89;ALAM PANJANG;9;debrina;288632;52:11.4
1833;58;KARYA INDAH;10;debrina;288632;31:54.1
1738;137;Tempe;19;debrina;288632;55:11.8
548;138;Sempangnge;19;debrina;288632;55:36.9
1739;100;Lendang Nangka;23;user-PC;8669;46:58.0
1740;18;Braja Sakti;12;BAAKISTN-PC;2151322;12:46.0
1742;52;Montong Belae;23;BAAKISTN-PC;2151322;14:51.4
1743;8;Makkah;34;user-PC;8669;47:07.5
1744;12;Sibitara;7;BAAKISTN-PC;2151322;01:51.8
1745;123;Otan;33;user-PC;8669;03:40.6
1746;73;Baras IV;19;BAAKISTN-PC;2151322;29:56.7
1747;16;Remban;11;BAAKISTN-PC;2151322;56:41.9
1748;52;Gelogor Mapong;23;BAAKISTN-PC;2151322;08:25.9
1749;93;Sofifi;21;user-PC;8669;40:17.0
1750;160; Galang;7;user-PC;8669;24:11.0
1751;94;Tulehu;21;user-PC;8669;29:28.7
1752;100;Lombongan;19;user-PC;8669;33:22.4
1753;139;Wara;19;user-PC;8669;38:19.1
1834;59;SALAM BUKU;10;debrina;288632;25:44.8
1755;80;Pelintung;9;user-PC;8669;46:25.0
1756;102;Raka;33;BAAKISTN-PC;2151322;02:04.8
1757;14;Tamora;9;BAAKISTN-PC;2151322;34:39.7
1758;102;Baru;33;BAAKISTN-PC;2151322;23:47.2
1759;102;Lela;33;BAAKISTN-PC;2151322;34:59.1
1760;102;Lela;33;BAAKISTN-PC;2151322;37:47.4
1761;73;Tana Toraja;19;BAAKISTN-PC;2151322;41:13.1
1762;53;Pernang;24;BAAKISTN-PC;2151322;52:58.4
1763;14;Simpang Kelayang;9;BAAKISTN-PC;2151322;59:43.2
1764;52;Korleko;23;BAAKISTN-PC;2151322;05:36.9
1765;74;Lipu;20;BAAKISTN-PC;2151322;21:53.3
1835;60;Kembang Paseban;10;debrina;288632;31:57.9
1768;101;Dasan Lian,Aikmel Utara;23;user-PC;8669;37:11.7
1531;5;Cibeber-Lebak;34;BAAKISTN-PC;2151322;55:18.0
1769;52;Masbagik;23;BAAKISTN-PC;2151322;59:58.6
1770;18;Itik Randai;12;BAAKISTN-PC;2151322;13:26.9
2099;2;Ngaso;9;debrina;288632;23:51.2
1772;102;Baru;33;BAAKISTN-PC;2151322;49:54.4
1773;102;Lengor;33;BAAKISTN-PC;2151322;19:24.6
1774;102;Parinding;33;BAAKISTN-PC;2151322;23:07.9
1775;52;Rempung;23;BAAKISTN-PC;2151322;42:04.2
1776;35;Lamongan;5;BAAKISTN-PC;2151322;45:12.5
1777;71;Tondano;17;BAAKISTN-PC;2151322;49:35.5
1778;71;Palelon;17;BAAKISTN-PC;2151322;03:30.8
862;43;Suai;27;BAAKISTN-PC;2151322;40:39.1
1951;90;Pasaman Barat;8;debrina;288632;14:13.4
1952;91;Balai Tinggi;8;debrina;288632;08:58.6
1947;11;Sengkang;19;debrina;288632;27:39.5
1931;35;Wonosari;12;debrina;288632;49:16.8
1922;13;PEA JANGGUT;7;debrina;288632;32:56.7
1896;2;Waur;21;debrina;288632;16:18.6
1916;1;MALUKU;21;debrina;288632;16:27.6
1917;48;Kalimantan Barat;13;debrina;288632;17:54.3
1918;33;Mesuji;12;debrina;288632;29:32.4
1919;34;Way Nangka;12;debrina;288632;37:02.8
1920;8;Lumbirejo;12;debrina;288632;49:26.7
1921;3;Halmahera Selatan;21;debrina;288632;01:03.6
1948;166;Aek Rau;7;user-PC;8669;58:43.0
1923;89;BALAI SELASA;8;debrina;288632;02:01.4
1924;83;WONODADI;3;debrina;288632;15:35.7
1925;95;Suka Mukti;11;debrina;288632;45:51.3
1926;140;Rumoong Atas;19;debrina;288632;56:57.0
1927;90;Pakuure;17;debrina;288632;31:04.7
1928;91;Minahasa Selatan;17;debrina;288632;31:38.6
1929;4;Dakulamo;21;debrina;288632;39:53.7
1932;14;RAJAMALIGAS;7;debrina;288632;33:28.2
1934;94;GERINGGING BARU;9;debrina;288632;47:40.9
1935;95;KUANTAN SINGINGI;9;debrina;288632;48:39.2
1936;9;Limbur Tembesi;10;debrina;288632;20:48.4
1937;10;Sarolangun;10;debrina;288632;21:17.0
1938;15;Gunung Sitoli;7;debrina;288632;40:52.7
1939;4;Keerom;79;debrina;288632;21:41.9
1940;92;Amurang;17;debrina;288632;47:59.7
1941;93;Sonder;17;debrina;288632;04:29.3
753;124;Galur;33;debrina;288632;09:24.3
1662;125;Kajong;33;debrina;288632;10:08.8
760;126;Betun;33;debrina;288632;10:38.7
1942;127;Maki;33;debrina;288632;11:14.7
1943;36;Negeri Jemanten;12;debrina;288632;17:12.6
1944;16;Sinar Gunung;7;debrina;288632;30:06.6
1945;5;Guwang;22;debrina;288632;08:57.0
1946;17;Manik Hataran;7;debrina;288632;09:58.4
1949;167;Maga Lombang;7;user-PC;8669;51:33.4
1950;62;Rantau Rasau;10;user-PC;8669;36:13.1
2100;9;Sinar Banten;34;debrina;288632;24:18.6
2103;101;Rejosari;11;debrina;288632;30:24.9
621;92;Padang Sibusuk;8;debrina;288632;14:02.3
1771;93;Silago;8;debrina;288632;14:30.2
1953;94;Lima Puluh Kota;8;debrina;288632;15:08.5
1954;88;Wakatobi;20;debrina;288632;50:32.3
1955;37;Sukapura;12;debrina;288632;16:46.7
2106;89;Lapangi-Pangi;20;debrina;288632;21:14.5
1956;91;Wanaraja Garut;2;debrina;288632;18:23.8
1957;5;Lanny Jaya;79;debrina;288632;57:54.8
2109;169;Parratusan;7;debrina;288632;24:30.8
1958;95;Guguk Sarai;8;debrina;288632;11:00.5
1959;5;Sidangoli;21;debrina;288632;52:55.9
1961;38;Raman Endra;12;debrina;288632;46:27.8
1962;39;Sidorejo;12;debrina;288632;40:11.1
1963;108;Sakra;23;debrina;288632;47:48.2
1964;109;Kore;23;debrina;288632;55:50.3
1965;56;Pulau Tiga;6;debrina;288632;04:33.8
1966;57;ACEH TAMIANG;6;debrina;288632;07:48.0
1967;47;Babakan Baru;26;debrina;288632;00:22.7
1968;110;SENGKEREK;23;debrina;288632;08:18.8
1969;45;OSSU;27;debrina;288632;57:55.8
1970;40;Gunung Agung;12;debrina;288632;03:46.4
1971;97;Sukamoro;11;debrina;288632;05:10.7
1972;41;Wonoharjo;12;debrina;288632;59:44.0
1973;42;Way Kanan;12;debrina;288632;00:47.9
1974;64;Kuamang;10;debrina;288632;06:42.4
1975;43;Mulyosari;12;debrina;288632;31:42.6
1836;90;SUNGAI MANAU;9;debrina;288632;55:14.5
1838;91;Sialang Jaya;9;debrina;288632;03:49.4
1976;44;Gayabaru;12;debrina;288632;25:50.0
1977;48;Sekunyit;26;debrina;288632;39:44.7
1978;49;Kaur;26;debrina;288632;40:04.5
1840;87;Noongan;17;debrina;288632;52:57.3
1841;96;BUNTU;21;debrina;288632;05:17.9
1842;9;Jabung;12;debrina;288632;40:08.5
1843;161;Pematang Siantar;7;debrina;288632;00:04.8
1979;6;Geser;21;debrina;288632;14:27.4
1983;141;Luwu;19;debrina;288632;54:29.9
1980;111;Narmada;23;debrina;288632;28:00.9
1981;7;Popjetur;21;debrina;288632;34:33.5
1982;140;Battang;19;debrina;288632;54:09.2
1984;142;Sindereng Rappang;19;debrina;288632;16:01.6
1985;112;Kerembong;23;debrina;288632;04:15.0
1986;65;Nipah Panjang;10;debrina;288632;09:58.6
1987;66;Tanjung Jabung Timur;10;debrina;288632;13:22.5
1988;45;Purwa Agung;12;debrina;288632;17:15.3
1989;67;Alang Alang;10;debrina;288632;56:22.8
1991;143;Selulemo;19;debrina;288632;35:59.8
1992;6;Sa'dan Matallo;79;debrina;288632;42:28.0
1993;7;Pegunungan Bintang;79;debrina;288632;42:58.5
1994;18;Suka;7;debrina;288632;53:12.7
1995;46;Makartitama;12;debrina;288632;11:25.4
1996;113;SEDAYU;23;debrina;288632;17:12.2
1997;68;Teluk Kuali;10;debrina;288632;58:28.0
1998;47;Lintik;12;debrina;288632;39:11.7
1999;8;Siwa;79;debrina;288632;46:38.8
2000;8;Waesili;21;debrina;288632;20:06.7
2001;69;Rantau Panjang;10;debrina;288632;27:01.1
2002;144;Padangrora;19;debrina;288632;31:31.0
2003;160;Sihorbo;7;debrina;288632;06:02.6
2005;49;Bunga Mayang;12;debrina;288632;18:37.4
2006;2;Kuala Lumpur;57;debrina;288632;22:34.4
2007;96;Kualu;9;debrina;288632;08:03.6
2009;19;Tinjowan;7;debrina;288632;09:47.3
2010;7;Tanjung Lapang;0;debrina;288632;33:05.2
2011;9;Waton Ulu Mado;21;debrina;288632;59:16.7
2101;3;EMIRAT ARAB;53;debrina;288632;25:32.9
2104;10;Rangkas Bitung;34;debrina;288632;23:27.3
2107;79;Rawajitu;12;DESKTOP-JJT9RCV;288632;44:23.7
2012;101;Nataea;33;debrina;288632;25:09.6
2013;46;Tualang;27;debrina;288632;44:00.6
2014;17;Delas;35;debrina;288632;23:24.4
2015;58;Simpang IV Upah;6;debrina;288632;27:08.2
2016;18;Toboali;35;debrina;288632;47:54.4
2017;98;Tanah Agung;11;debrina;288632;49:08.7
2018;114;Rato;23;debrina;288632;56:56.6
2019;21;Maget. B;37;debrina;288632;06:36.6
2020;20;Rao;7;debrina;288632;28:11.0
2021;50;Sekampung;12;debrina;288632;56:05.3
2022;51;Panjang;12;debrina;288632;06:01.0
2023;52;Comok Sinar Jaya;12;debrina;288632;12:12.6
2024;53;Sribasuki;12;debrina;288632;38:21.5
2025;85;Kab.Semarang;3;debrina;288632;48:24.4
2026;63;Pangkoh;14;debrina;288632;16:10.7
2027;54;Pugungraharjo;12;debrina;288632;31:43.3
2028;55;Rawa Pitu;12;debrina;288632;41:13.9
2029;56;Sukamara;12;debrina;288632;43:22.0
2030;57;Keputran;12;debrina;288632;45:12.8
2031;59;Ulee Glee;6;debrina;288632;53:49.7
2032;58;B.Lampung;12;debrina;288632;56:41.0
2033;60;Pinto Makmur;6;debrina;288632;48:37.1
2034;96;Pasar Rao;8;user-PC;8669;55:51.3
2035;18;Gisting Bawah;12;BAAKISTN-PC;2151322;48:58.8
2036;15;Ulee Gle;6;BAAKISTN-PC;2151322;59:38.8
2037;75;Saludengen;38;BAAKISTN-PC;2151322;20:22.2
2038;15;Pondok Tinggi;10;BAAKISTN-PC;2151322;44:15.3
2039;120;Kabanjahe;7;user-PC;8669;04:47.8
2040;1;Situngir;7;BAAKISTN-PC;2151322;14:06.5
2041;59;Gunung Besar;12;istn-54f2cb5db4;288632;52:30.5
2042;60;Kalipapan;12;istn-54f2cb5db4;288632;59:04.2
2043;61;Banjar Agung;12;istn-54f2cb5db4;288632;06:33.1
2044;62;Punggur;12;istn-54f2cb5db4;288632;11:52.7
2045;19;Surantih;8;istn-54f2cb5db4;288632;22:11.4
2046;97;Baluk;9;istn-54f2cb5db4;288632;38:17.0
2047;50;Palak Bengkerung;26;istn-54f2cb5db4;288632;21:13.5
2048;99;Nyukang Harjo;11;debrina;288632;12:29.6
2049;97;Koto Baru;8;debrina;288632;10:43.3
2110;81;Talang Jawa;12;debrina;288632;58:07.2
2115;129;Uwa;33;DESKTOP-U7V8A28;8669;05:41.8
